name,sku,price,description,categories,catalogNumber
"USB Charger Socket Outlet C Type - 3.1 Amps. - 1 Module - Graphite Gray","S78372-1055",3373,"USB Charger Socket Outlet C Type - 3.1 Amps. - 1 Module in Graphite Gray","Electrical,Components","S7837 .23"
"USB Charger Socket Outlet A+C Type - 3.1 Amps. - 1 Module - Graphite Gray","S79382-1056",3650,"USB Charger Socket Outlet A+C Type - 3.1 Amps. - 1 Module in Graphite Gray","Industrial,Controls","S7938 .23"
"USB Charger Socket Outlet C+C Type - 3.1 Amps. - 1 Module - Graphite Gray","S79392-1057",3821,"USB Charger Socket Outlet C+C Type - 3.1 Amps. - 1 Module in Graphite Gray","Hardware,Switches","S7939 .23"
"Computer Monitor Output Socket - 1 Module - Graphite Gray","S77292-1058",422,"Computer Monitor Output Socket - 1 Module in Graphite Gray","Industrial,Controls","S7729 .23"
"Fitment for RJ-45 Computer Socket Shuttered - 1 Module - Graphite Gray","S71012-1059",262,"Fitment for RJ-45 Computer Socket Shuttered - 1 Module in Graphite Gray","Hardware,Switches","S7101 .23"
"Indicator Light - 1 Module - Graphite Gray","S76002-1060",150,"Indicator Light - 1 Module in Graphite Gray","Electrical,Components","S7600 .23"
""Do Not Disturb" Switch with indicator (Collarless Style) - 1 Module - Frost White","S72320-1061",385,""Do Not Disturb" Switch with indicator (Collarless Style) - 1 Module in Frost White","Hardware,Switches","S7232 .01"
""Clean My Room" Switch with indicator (Collarless Style) - 1 Module - Frost White","S72330-1062",385,""Clean My Room" Switch with indicator (Collarless Style) - 1 Module in Frost White","Electrical,Switches","S7233 .01"
""Do Not Disturb" Switch with indicator (Collar Style) - 1 Module - Frost White","S82320-1063",368,""Do Not Disturb" Switch with indicator (Collar Style) - 1 Module in Frost White","Home Automation,Switches","S8232 .01"
""Clean My Room" Switch with indicator (Collar Style) - 1 Module - Frost White","S82330-1064",368,""Clean My Room" Switch with indicator (Collar Style) - 1 Module in Frost White","Hardware,Switches","S8233 .01"
"Bell Switch with "Do Not Disturb" and "Clean My Room" indicator - 2M - Frost White","S72620-1065",623,"Bell Switch with "Do Not Disturb" and "Clean My Room" indicator - 2M in Frost White","Building Materials,Electrical","S7262 .01"
"Call Bell Station with Register and Provision for External Buzzer - 2 M - Frost White","S77110-1066",1475,"Call Bell Station with Register and Provision for External Buzzer - 2 M in Frost White","Electrical,Components","S7711 .01"
"25A Key Fob Switch Double Pole with indicator - 2 Module - Frost White","S77190-1067",1200,"25A Key Fob Switch Double Pole with indicator - 2 Module in Frost White","Hardware,Switches","S7719 .01"
"Key Fob - Customized - Frost White","S77200-1068",213,"Key Fob - Customized in Frost White","Commercial,Electrical","S7720 .01"
"Shaver Socket 220V / 110V with transformer - 2 Module - Frost White","S77230-1069",996,"Shaver Socket 220V / 110V with transformer - 2 Module in Frost White","Hardware,Switches","S7723 .01"
"Push Button Station Start - Stop (Collorless Style) - 2 Module - Frost White","S74500-1070",535,"Push Button Station Start - Stop (Collorless Style) - 2 Module in Frost White","Industrial,Controls","S7450 .01"
"Push Button Station Open - Close (Collorless Style) - 2 Module - Frost White","S74600-1071",595,"Push Button Station Open - Close (Collorless Style) - 2 Module in Frost White","Electrical,Components","S7460 .01"
""Do Not Disturb" Switch with indicator (Collarless Style) - 1 Module - Graphite Gray","S72322-1072",462,""Do Not Disturb" Switch with indicator (Collarless Style) - 1 Module in Graphite Gray","Commercial,Electrical","S7232 .23"
""Clean My Room" Switch with indicator (Collarless Style) - 1 Module - Graphite Gray","S72332-1073",462,""Clean My Room" Switch with indicator (Collarless Style) - 1 Module in Graphite Gray","Electrical,Components","S7233 .23"
"Bell Switch with "Do Not Disturb" and "Clean My Room" indicator - 2M - Graphite Gray","S72622-1074",749,"Bell Switch with "Do Not Disturb" and "Clean My Room" indicator - 2M in Graphite Gray","Electrical,Components","S7262 .23"
"Call Bell Station with Register and Provision for External Buzzer - 2 M - Graphite Gray","S77112-1075",1770,"Call Bell Station with Register and Provision for External Buzzer - 2 M in Graphite Gray","Industrial,Controls","S7711 .23"
"25A Key Fob Switch Double Pole with indicator - 2 Module - Graphite Gray","S77192-1076",1440,"25A Key Fob Switch Double Pole with indicator - 2 Module in Graphite Gray","Building Materials,Electrical","S7719 .23"
"Key Fob - Customized - Graphite Gray","S77202-1077",255,"Key Fob - Customized in Graphite Gray","Commercial,Electrical","S7720 .23"
"Shaver Socket 220V / 110V with transformer - 2 Module - Graphite Gray","S77232-1078",1195,"Shaver Socket 220V / 110V with transformer - 2 Module in Graphite Gray","Electrical,Switches","S7723 .23"
"Push Button Station Start - Stop (Collorless Style) - 2 Module - Graphite Gray","S74502-1079",642,"Push Button Station Start - Stop (Collorless Style) - 2 Module in Graphite Gray","Commercial,Electrical","S7450 .23"
"Push Button Station Open - Close (Collorless Style) - 2 Module - Graphite Gray","S74602-1080",716,"Push Button Station Open - Close (Collorless Style) - 2 Module in Graphite Gray","Commercial,Electrical","S7460 .23"
"Speaker for audio music circuit - 2 Module - Frost White","S77060-1081",1202,"Speaker for audio music circuit - 2 Module in Frost White","Residential,Switches","S7706 .01"
"Electronic Bell - 2 Module - Frost White","S77070-1082",681,"Electronic Bell - 2 Module in Frost White","Building Materials,Electrical","S7707 .01"
"Electronic Buzzer - 2 Module - Frost White","S77090-1083",609,"Electronic Buzzer - 2 Module in Frost White","Building Materials,Electrical","S7709 .01"
"Step Marker Lamp / Night Lamp - 2 Module - Frost White","S77210-1084",628,"Step Marker Lamp / Night Lamp - 2 Module in Frost White","Residential,Switches","S7721 .01"
"Audio Port / Jack 3.5mm - 1 Module - Frost White","S77980-1085",416,"Audio Port / Jack 3.5mm - 1 Module in Frost White","Residential,Switches","S7798 .01"
"Speaker for audio music circuit - 2 Module - Graphite Gray","S77062-1086",1442,"Speaker for audio music circuit - 2 Module in Graphite Gray","Home Automation,Switches","S7706 .23"
"Electronic Bell - 2 Module - Graphite Gray","S77072-1087",818,"Electronic Bell - 2 Module in Graphite Gray","Hardware,Switches","S7707 .23"
"Electronic Buzzer - 2 Module - Graphite Gray","S77092-1088",733,"Electronic Buzzer - 2 Module in Graphite Gray","Residential,Switches","S7709 .23"
"Step Marker Lamp / Night Lamp - 2 Module - Graphite Gray","S77212-1089",755,"Step Marker Lamp / Night Lamp - 2 Module in Graphite Gray","Electrical,Components","S7721 .23"
"Audio Port / Jack 3.5mm - 1 Module - Graphite Gray","S77982-1090",499,"Audio Port / Jack 3.5mm - 1 Module in Graphite Gray","Hardware,Switches","S7798 .23"
"Cord Outlet - 1 Module - Frost White","S75000-1091",135,"Cord Outlet - 1 Module in Frost White","Residential,Switches","S7500 .01"
"Blanking Plate - 1 Module - Frost White","S77000-1092",47,"Blanking Plate - 1 Module in Frost White","Industrial,Controls","S7700 .01"
"Cord Outlet - 1 Module - Graphite Gray","S75002-1093",161,"Cord Outlet - 1 Module in Graphite Gray","Commercial,Electrical","S7500 .23"
"Blanking Plate - 1 Module - Graphite Gray","S77002-1094",54,"Blanking Plate - 1 Module in Graphite Gray","Residential,Switches","S7700 .23"
"1M Plate - for 75mm x 75mm box (3x3) - Frost White","S76010-1095",150,"1M Plate - for 75mm x 75mm box (3x3) in Frost White","Electrical,Switches","S7601 .01"
"2M Plate - for 75mm x 75mm box (3x3) - Frost White","S76020-1096",150,"2M Plate - for 75mm x 75mm box (3x3) in Frost White","Home Automation,Switches","S7602 .01"
"3M Plate - for 100mm x 75mm box (4x3) - Frost White","S76330-1097",171,"3M Plate - for 100mm x 75mm box (4x3) in Frost White","Home Automation,Switches","S7633 .01"
"1M Plate - for 100mm x 75mm box (4x3) - Frost White","S76310-1098",171,"1M Plate - for 100mm x 75mm box (4x3) in Frost White","Home Automation,Switches","S7631 .01"
"2M Plate - for 100mm x 75mm box (4x3) - Frost White","S76320-1099",171,"2M Plate - for 100mm x 75mm box (4x3) in Frost White","Hardware,Switches","S7632 .01"
"4M Plate - for 135mm x 75mm box (5x3) - Frost White","S76040-1100",187,"4M Plate - for 135mm x 75mm box (5x3) in Frost White","Hardware,Switches","S7604 .01"
"6M Plate - for 210mm x 75mm box (8x3) - Frost White","S76060-1101",312,"6M Plate - for 210mm x 75mm box (8x3) in Frost White","Hardware,Switches","S7606 .01"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Frost White","S76080-1102",371,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Frost White","Hardware,Switches","S7608 .01"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Frost White","S76090-1103",435,"8M (V) Plate - for 135mm x 140mm box (5x5) in Frost White","Commercial,Electrical","S7609 .01"
"12M Plate - for 140mm x 210mm box (8x6) - Frost White","S76120-1104",515,"12M Plate - for 140mm x 210mm box (8x6) in Frost White","Hardware,Switches","S7612 .01"
"18M Plate - for 210mm x 210mm box (8x8) - Frost White","S76180-1105",674,"18M Plate - for 210mm x 210mm box (8x8) in Frost White","Home Automation,Switches","S7618 .01"
"1M Plate - for 75mm x 75mm box (3x3) - Wood Finish","S76012-1106",497,"1M Plate - for 75mm x 75mm box (3x3) in Wood Finish","Electrical,Switches","S7601 .27"
"2M Plate - for 75mm x 75mm box (3x3) - Wood Finish","S76022-1107",497,"2M Plate - for 75mm x 75mm box (3x3) in Wood Finish","Building Materials,Electrical","S7602 .27"
"3M Plate - for 100mm x 75mm box (4x3) - Wood Finish","S76332-1108",562,"3M Plate - for 100mm x 75mm box (4x3) in Wood Finish","Commercial,Electrical","S7633 .27"
"1M Plate - for 100mm x 75mm box (4x3) - Wood Finish","S76312-1109",562,"1M Plate - for 100mm x 75mm box (4x3) in Wood Finish","Home Automation,Switches","S7631 .27"
"2M Plate - for 100mm x 75mm box (4x3) - Wood Finish","S76322-1110",562,"2M Plate - for 100mm x 75mm box (4x3) in Wood Finish","Electrical,Switches","S7632 .27"
"4M Plate - for 135mm x 75mm box (5x3) - Wood Finish","S76042-1111",619,"4M Plate - for 135mm x 75mm box (5x3) in Wood Finish","Commercial,Electrical","S7604 .27"
"6M Plate - for 210mm x 75mm box (8x3) - Wood Finish","S76062-1112",1034,"6M Plate - for 210mm x 75mm box (8x3) in Wood Finish","Hardware,Switches","S7606 .27"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Wood Finish","S76082-1113",1229,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Wood Finish","Home Automation,Switches","S7608 .27"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Wood Finish","S76092-1114",1441,"8M (V) Plate - for 135mm x 140mm box (5x5) in Wood Finish","Hardware,Switches","S7609 .27"
"12M Plate - for 140mm x 210mm box (8x6) - Wood Finish","S76122-1115",1707,"12M Plate - for 140mm x 210mm box (8x6) in Wood Finish","Building Materials,Electrical","S7612 .27"
"18M Plate - for 210mm x 210mm box (8x8) - Wood Finish","S76182-1116",2235,"18M Plate - for 210mm x 210mm box (8x8) in Wood Finish","Residential,Switches","S7618 .27"
"1M Plate - for 75mm x 75mm box (3x3) - Graphite Gray","S76012-1117",216,"1M Plate - for 75mm x 75mm box (3x3) in Graphite Gray","Commercial,Electrical","S7601 .23"
"2M Plate - for 75mm x 75mm box (3x3) - Graphite Gray","S76022-1118",216,"2M Plate - for 75mm x 75mm box (3x3) in Graphite Gray","Hardware,Switches","S7602 .23"
"3M Plate - for 100mm x 75mm box (4x3) - Graphite Gray","S76332-1119",244,"3M Plate - for 100mm x 75mm box (4x3) in Graphite Gray","Home Automation,Switches","S7633 .23"
"1M Plate - for 100mm x 75mm box (4x3) - Graphite Gray","S76312-1120",244,"1M Plate - for 100mm x 75mm box (4x3) in Graphite Gray","Industrial,Controls","S7631 .23"
"2M Plate - for 100mm x 75mm box (4x3) - Graphite Gray","S76322-1121",244,"2M Plate - for 100mm x 75mm box (4x3) in Graphite Gray","Residential,Switches","S7632 .23"
"4M Plate - for 135mm x 75mm box (5x3) - Graphite Gray","S76042-1122",266,"4M Plate - for 135mm x 75mm box (5x3) in Graphite Gray","Electrical,Components","S7604 .23"
"6M Plate - for 210mm x 75mm box (8x3) - Graphite Gray","S76062-1123",444,"6M Plate - for 210mm x 75mm box (8x3) in Graphite Gray","Home Automation,Switches","S7606 .23"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Graphite Gray","S76082-1124",529,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Graphite Gray","Building Materials,Electrical","S7608 .23"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Graphite Gray","S76092-1125",620,"8M (V) Plate - for 135mm x 140mm box (5x5) in Graphite Gray","Building Materials,Electrical","S7609 .23"
"12M Plate - for 140mm x 210mm box (8x6) - Graphite Gray","S76122-1126",734,"12M Plate - for 140mm x 210mm box (8x6) in Graphite Gray","Building Materials,Electrical","S7612 .23"
"18M Plate - for 210mm x 210mm box (8x8) - Graphite Gray","S76182-1127",959,"18M Plate - for 210mm x 210mm box (8x8) in Graphite Gray","Commercial,Electrical","S7618 .23"
"1M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","S76012-1128",219,"1M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown ","Home Automation,Switches","S7601 .25"
"2M Plate - for 75mm x 75mm box (3x3) - Cocoa Brown","S76022-1129",219,"2M Plate - for 75mm x 75mm box (3x3) in Cocoa Brown ","Commercial,Electrical","S7602 .25"
"3M Plate - for 100mm x 75mm box (4x3) - Cocoa Brown","S76332-1130",247,"3M Plate - for 100mm x 75mm box (4x3) in Cocoa Brown ","Home Automation,Switches","S7633 .25"
"1M Plate - for 100mm x 75mm box (4x3) - Cocoa Brown","S76312-1131",247,"1M Plate - for 100mm x 75mm box (4x3) in Cocoa Brown ","Industrial,Controls","S7631 .25"
"2M Plate - for 100mm x 75mm box (4x3) - Cocoa Brown","S76322-1132",247,"2M Plate - for 100mm x 75mm box (4x3) in Cocoa Brown ","Electrical,Switches","S7632 .25"
"4M Plate - for 135mm x 75mm box (5x3) - Cocoa Brown","S76042-1133",270,"4M Plate - for 135mm x 75mm box (5x3) in Cocoa Brown ","Building Materials,Electrical","S7604 .25"
"6M Plate - for 210mm x 75mm box (8x3) - Cocoa Brown","S76062-1134",451,"6M Plate - for 210mm x 75mm box (8x3) in Cocoa Brown ","Home Automation,Switches","S7606 .25"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Cocoa Brown","S76082-1135",538,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Cocoa Brown ","Industrial,Controls","S7608 .25"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Cocoa Brown","S76092-1136",631,"8M (V) Plate - for 135mm x 140mm box (5x5) in Cocoa Brown ","Electrical,Switches","S7609 .25"
"12M Plate - for 140mm x 210mm box (8x6) - Cocoa Brown","S76122-1137",747,"12M Plate - for 140mm x 210mm box (8x6) in Cocoa Brown ","Electrical,Switches","S7612 .25"
"18M Plate - for 210mm x 210mm box (8x8) - Cocoa Brown","S76182-1138",978,"18M Plate - for 210mm x 210mm box (8x8) in Cocoa Brown ","Industrial,Controls","S7618 .25"
"1M Plate - for 75mm x 75mm box (3x3) - Ice Silver","S76010-1139",219,"1M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Building Materials,Electrical","S7601 .03"
"2M Plate - for 75mm x 75mm box (3x3) - Ice Silver","S76020-1140",219,"2M Plate - for 75mm x 75mm box (3x3) in Ice Silver","Electrical,Switches","S7602 .03"
"3M Plate - for 100mm x 75mm box (4x3) - Ice Silver","S76330-1141",247,"3M Plate - for 100mm x 75mm box (4x3) in Ice Silver","Industrial,Controls","S7633 .03"
"1M Plate - for 100mm x 75mm box (4x3) - Ice Silver","S76310-1142",247,"1M Plate - for 100mm x 75mm box (4x3) in Ice Silver","Hardware,Switches","S7631 .03"
"2M Plate - for 100mm x 75mm box (4x3) - Ice Silver","S76320-1143",247,"2M Plate - for 100mm x 75mm box (4x3) in Ice Silver","Hardware,Switches","S7632 .03"
"4M Plate - for 135mm x 75mm box (5x3) - Ice Silver","S76040-1144",270,"4M Plate - for 135mm x 75mm box (5x3) in Ice Silver","Electrical,Switches","S7604 .03"
"6M Plate - for 210mm x 75mm box (8x3) - Ice Silver","S76060-1145",451,"6M Plate - for 210mm x 75mm box (8x3) in Ice Silver","Industrial,Controls","S7606 .03"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Ice Silver","S76080-1146",538,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Ice Silver","Commercial,Electrical","S7608 .03"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Ice Silver","S76090-1147",631,"8M (V) Plate - for 135mm x 140mm box (5x5) in Ice Silver","Hardware,Switches","S7609 .03"
"12M Plate - for 140mm x 210mm box (8x6) - Ice Silver","S76120-1148",747,"12M Plate - for 140mm x 210mm box (8x6) in Ice Silver","Electrical,Switches","S7612 .03"
"18M Plate - for 210mm x 210mm box (8x8) - Ice Silver","S76180-1149",978,"18M Plate - for 210mm x 210mm box (8x8) in Ice Silver","Electrical,Switches","S7618 .03"
"Motor Starter 0.60 A - 1.00 A - Frost White","S725A0-1150",833,"Motor Starter 0.60 A - 1.00 A in Frost White","Industrial,Controls","S725A .01"
"Motor Starter 0.90 A - 1.50 A - Frost White","S725B0-1151",833,"Motor Starter 0.90 A - 1.50 A in Frost White","Electrical,Switches","S725B .01"
"Motor Starter 1.20 A - 2.00 A - Frost White","S725C0-1152",833,"Motor Starter 1.20 A - 2.00 A in Frost White","Commercial,Electrical","S725C .01"
"Motor Starter 2.00 A - 3.50 A - Frost White","S725D0-1153",833,"Motor Starter 2.00 A - 3.50 A in Frost White","Commercial,Electrical","S725D .01"
"Motor Starter 3.00 A - 5.00 A - Frost White","S725E0-1154",833,"Motor Starter 3.00 A - 5.00 A in Frost White","Building Materials,Electrical","S725E .01"
"Motor Starter 4.75 A - 7.50 A - Frost White","S725F0-1155",833,"Motor Starter 4.75 A - 7.50 A in Frost White","Industrial,Controls","S725F .01"
"Motor Starter 7.00 A - 11.50 A - Frost White","S725G0-1156",833,"Motor Starter 7.00 A - 11.50 A in Frost White","Residential,Switches","S725G .01"
"Motor Starter 11.00 A - 18.00 A - Frost White","S725H0-1157",869,"Motor Starter 11.00 A - 18.00 A in Frost White","Residential,Switches","S725H .01"
"Motor Starter 16.00 A - 25.00 A - Frost White","S725J0-1158",945,"Motor Starter 16.00 A - 25.00 A in Frost White","Residential,Switches","S725J .01"
"Motor Starter 0.60 A - 1.00 A - Graphite Gray","S725A2-1159",1010,"Motor Starter 0.60 A - 1.00 A in Graphite Gray","Home Automation,Switches","S725A .23"
"Motor Starter 0.90 A - 1.50 A - Graphite Gray","S725B2-1160",1010,"Motor Starter 0.90 A - 1.50 A in Graphite Gray","Electrical,Components","S725B .23"
"Motor Starter 1.20 A - 2.00 A - Graphite Gray","S725C2-1161",1010,"Motor Starter 1.20 A - 2.00 A in Graphite Gray","Residential,Switches","S725C .23"
"Motor Starter 2.00 A - 3.50 A - Graphite Gray","S725D2-1162",1010,"Motor Starter 2.00 A - 3.50 A in Graphite Gray","Hardware,Switches","S725D .23"
"Motor Starter 3.00 A - 5.00 A - Graphite Gray","S725E2-1163",1010,"Motor Starter 3.00 A - 5.00 A in Graphite Gray","Electrical,Components","S725E .23"
"Motor Starter 4.75 A - 7.50 A - Graphite Gray","S725F2-1164",1010,"Motor Starter 4.75 A - 7.50 A in Graphite Gray","Building Materials,Electrical","S725F .23"
"Motor Starter 7.00 A - 11.50 A - Graphite Gray","S725G2-1165",1010,"Motor Starter 7.00 A - 11.50 A in Graphite Gray","Hardware,Switches","S725G .23"
"Motor Starter 11.00 A - 18.00 A - Graphite Gray","S725H2-1166",1051,"Motor Starter 11.00 A - 18.00 A in Graphite Gray","Commercial,Electrical","S725H .23"
"Motor Starter 16.00 A - 25.00 A - Graphite Gray","S725J2-1167",1143,"Motor Starter 16.00 A - 25.00 A in Graphite Gray","Building Materials,Electrical","S725J .23"
"Tiny MCB Single Pole 6A - Frost White","STTSP0-1168",416,"Tiny MCB Single Pole 6A in Frost White","Industrial,Controls","STTSP06 .01"
"Tiny MCB Single Pole 10A - Frost White","STTSP1-1169",416,"Tiny MCB Single Pole 10A in Frost White","Industrial,Controls","STTSP10 .01"
"Tiny MCB Single Pole 16A - Frost White","STTSP1-1170",416,"Tiny MCB Single Pole 16A in Frost White","Commercial,Electrical","STTSP16 .01"
"Tiny MCB Single Pole 20A - Frost White","STTSP2-1171",416,"Tiny MCB Single Pole 20A in Frost White","Home Automation,Switches","STTSP20 .01"
"Tiny MCB Single Pole 25A - Frost White","STTSP2-1172",416,"Tiny MCB Single Pole 25A in Frost White","Residential,Switches","STTSP25 .01"
"Tiny MCB Single Pole 32A - Frost White","STTSP3-1173",416,"Tiny MCB Single Pole 32A in Frost White","Residential,Switches","STTSP32 .01"
"Tiny MCB Double Pole 6A - Frost White","STTDP0-1174",1036,"Tiny MCB Double Pole 6A in Frost White","Industrial,Controls","STTDP06 .01"
"Tiny MCB Double Pole 10A - Frost White","STTDP1-1175",1036,"Tiny MCB Double Pole 10A in Frost White","Electrical,Components","STTDP10 .01"
"Tiny MCB Double Pole 16A - Frost White","STTDP1-1176",1036,"Tiny MCB Double Pole 16A in Frost White","Home Automation,Switches","STTDP16 .01"
"Tiny MCB Double Pole 20A - Frost White","STTDP2-1177",1036,"Tiny MCB Double Pole 20A in Frost White","Home Automation,Switches","STTDP20 .01"
"Tiny MCB Double Pole 25A - Frost White","STTDP2-1178",1036,"Tiny MCB Double Pole 25A in Frost White","Electrical,Components","STTDP25 .01"
"Tiny MCB Double Pole 32A - Frost White","STTDP3-1179",1036,"Tiny MCB Double Pole 32A in Frost White","Electrical,Components","STTDP32 .01"
"Tiny MCB Single Pole 6A - Graphite Gray","STTSP0-1180",504,"Tiny MCB Single Pole 6A in Graphite Gray","Home Automation,Switches","STTSP06 .23"
"Tiny MCB Single Pole 10A - Graphite Gray","STTSP1-1181",504,"Tiny MCB Single Pole 10A in Graphite Gray","Residential,Switches","STTSP10 .23"
"Tiny MCB Single Pole 16A - Graphite Gray","STTSP1-1182",504,"Tiny MCB Single Pole 16A in Graphite Gray","Electrical,Components","STTSP16 .23"
"Tiny MCB Single Pole 20A - Graphite Gray","STTSP2-1183",504,"Tiny MCB Single Pole 20A in Graphite Gray","Industrial,Controls","STTSP20 .23"
"Tiny MCB Single Pole 25A - Graphite Gray","STTSP2-1184",504,"Tiny MCB Single Pole 25A in Graphite Gray","Building Materials,Electrical","STTSP25 .23"
"Tiny MCB Single Pole 32A - Graphite Gray","STTSP3-1185",504,"Tiny MCB Single Pole 32A in Graphite Gray","Home Automation,Switches","STTSP32 .23"
"Tiny MCB Double Pole 6A - Graphite Gray","STTDP0-1186",1254,"Tiny MCB Double Pole 6A in Graphite Gray","Commercial,Electrical","STTDP06 .23"
"Tiny MCB Double Pole 10A - Graphite Gray","STTDP1-1187",1254,"Tiny MCB Double Pole 10A in Graphite Gray","Commercial,Electrical","STTDP10 .23"
"Tiny MCB Double Pole 16A - Graphite Gray","STTDP1-1188",1254,"Tiny MCB Double Pole 16A in Graphite Gray","Industrial,Controls","STTDP16 .23"
"Tiny MCB Double Pole 20A - Graphite Gray","STTDP2-1189",1254,"Tiny MCB Double Pole 20A in Graphite Gray","Industrial,Controls","STTDP20 .23"
"Tiny MCB Double Pole 25A - Graphite Gray","STTDP2-1190",1254,"Tiny MCB Double Pole 25A in Graphite Gray","Hardware,Switches","STTDP25 .23"
"Tiny MCB Double Pole 32A - Graphite Gray","STTDP3-1191",1254,"Tiny MCB Double Pole 32A in Graphite Gray","Residential,Switches","STTDP32 .23"
"Tiny Load Break Switch Double Pole 32A - Frost White","SLBDP3-1192",885,"Tiny Load Break Switch Double Pole 32A in Frost White","Home Automation,Switches","SLBDP32 .01"
"Tiny Load Break Switch Double Pole 50A - Frost White","SLBDP5-1193",967," Tiny Load Break Switch Double Pole 50A in Frost White","Industrial,Controls","SLBDP50 .01"
"Tiny Load Break Switch Double Pole 32A - Graphite Gray","SLBDP3-1194",1071,"Tiny Load Break Switch Double Pole 32A in Graphite Gray","Electrical,Components","SLBDP32 .23"
"Tiny Load Break Switch Double Pole 50A - Graphite Gray","SLBDP5-1195",1170," Tiny Load Break Switch Double Pole 50A in Graphite Gray","Hardware,Switches","SLBDP50 .23"
"Power Unit Flush Type with MCB + 25A Plug & Socket - Frost White","PU3MFT-1196",1451,"Power Unit Flush Type with MCB + 25A Plug & Socket in Frost White","Electrical,Components","PU3MFT .01"
"Power Unit in Surface Box with MCB + 25A Plug & Socket - Frost White","PU3MBT-1197",1638,"Power Unit in Surface Box with MCB + 25A Plug & Socket in Frost White","Hardware,Switches","PU3MBT .01"
"Power Unit Flush Type with Starter + 25A Plug & Socket - Frost White","PU4MFT-1198",1894,"Power Unit Flush Type with Starter + 25A Plug & Socket in Frost White","Industrial,Controls","PU4MFT .01"
"Power Unit in Surface Box with Starter + 25A Plug & Socket - Frost White","PU4MBT-1199",2082,"Power Unit in Surface Box with Starter + 25A Plug & Socket in Frost White","Home Automation,Switches","PU4MBT .01"
"Power Unit Flush Type with MCB + Starter + 25A Plug & Socket - Frost White","PU6MFT-1200",2955,"Power Unit Flush Type with MCB + Starter + 25A Plug & Socket in Frost White","Residential,Switches","PU6MFT .01"
"Power Unit in Surface Box with MCB + Starter + 25A Plug & Socket - Frost White","PU6MBT-1201",3057,"Power Unit in Surface Box with MCB + Starter + 25A Plug & Socket in Frost White","Home Automation,Switches","PU6MBT .01"
"75mm X 75mm X 50mm (3’’ X 3’’) for 1M / 2M plate - Stainless Steel","SB5010-1202",211,"75mm X 75mm X 50mm (3’’ X 3’’) for 1M / 2M plate in Stainless Steel","Industrial,Controls","SB501 .01"
"100mm X 75mm X 50mm (4’’ X 3’’) for 3M plate - Stainless Steel","SB5030-1203",249,"100mm X 75mm X 50mm (4’’ X 3’’) for 3M plate in Stainless Steel","Residential,Switches","SB503 .01"
"135mm X 75mm X 50mm (5’’ X 3’’) for 4M plate - Stainless Steel","SB5040-1204",298,"135mm X 75mm X 50mm (5’’ X 3’’) for 4M plate in Stainless Steel","Building Materials,Electrical","SB504 .01"
"210mm X 75mm X 50mm (8’’ X 3’’) for 6M plate - Stainless Steel","SB5060-1205",400,"210mm X 75mm X 50mm (8’’ X 3’’) for 6M plate in Stainless Steel","Industrial,Controls","SB506 .01"
"230mm X 80mm X 50mm (9’’ X 3’’) for 8M plate - Stainless Steel","SB5080-1206",453,"230mm X 80mm X 50mm (9’’ X 3’’) for 8M plate in Stainless Steel","Building Materials,Electrical","SB508 .01"
"135mm X 145mm X 50mm (5’’ X 5’’) for 8M-V plate - Stainless Steel","SB5090-1207",453,"135mm X 145mm X 50mm (5’’ X 5’’) for 8M-V plate in Stainless Steel","Electrical,Switches","SB509 .01"
"145mm X 210mm X 50mm (8’’ X 6’’) for 12M plate - Stainless Steel","SB5120-1208",606,"145mm X 210mm X 50mm (8’’ X 6’’) for 12M plate in Stainless Steel","Industrial,Controls","SB512 .01"
"210mm X 210mm X 50mm (8’’ X 8’’) for 21M plate - Stainless Steel","SB5210-1209",765,"210mm X 210mm X 50mm (8’’ X 8’’) for 21M plate in Stainless Steel","Home Automation,Switches","SB521 .01"
"75mm X 75mm X 50mm (3’’ X 3’’) for 1M / 2M plate - Steel Finish","MB5010-1210",133,"75mm X 75mm X 50mm (3’’ X 3’’) for 1M / 2M plate in Steel Finish","Residential,Switches","MB501 .01"
"100mm X 75mm X 50mm (4’’ X 3’’) for 3M plate - Steel Finish","MB5030-1211",164,"100mm X 75mm X 50mm (4’’ X 3’’) for 3M plate in Steel Finish","Home Automation,Switches","MB503 .01"
